id	text	class_label
8113	Since I installed this app, my battery drains in less than 7 hours!	1
8114	I'm repeatedly being told that I'm in the red zone and I should move. My home is in the red zone, what do you expect? And no option to turn off the annoying red zone notification. And also repeated forced close. I understand this app is for contact tracing, but many people don't. Instead of adding more features that will eat more space, why don't make installation of this app obligatory for all citizen?	1
8115	Amazing	0
8116	Good	0
8117	the application is good for tracing but after installing in my fone	1
8118	Complicated	1
8119	Good	0
8120	Good	0
8121	App won\u2019t accept my mobile number and NO I\u2019m Not using the zero at start of number! Did try once with zero but same result. Keeps saying error verifying number.  iPhone 10 so not old technology. Poor effort	1
8122	Seems fine and not much battery drain. However, can't say if it works and if it's efficient since too few people have installed the app. Welcome to the new era where Emocracy rhymes with Trumpidity of the mass.	0
8123	Drained battery. Deleted app, google still wants me to switch on exposure notifications. Not re-installing this app.	1
8124	Lucky enough as was selected to use the app by Saudi Govt during testing phase.. Excellent app and very easy and simple to use. Thumbs up for the developers who made it so easy to request permit during Curfew.	0
8125	Unable to go beyond hp numbr to get Otp... why? It says im not connected to wifi when im certainly on. Pls assist.	1
8126	Very useful in Poland.	0
8127	Useful	1
8128	Due to bluetooth function, app is a massive drain on phone’s battery life. Deleted app.	1
8129	I can't reach my account when I enter my Turkish identification number it is telling there is a user in that id number	1
8130	Steals your personal data & sends it to private companies. Never use it. Ever.	1
8131	I can't update it having installed it, fixes shouldn't need more data. I now can't access my own information.	1
8132	Not good	1
8133	Very useful application	0
8134	I can't sign up. Keep getting request timeout, try again later.	1
8135	Very useless App doesn't work prperly ,i have account i gives All answer now when i go back it closed directly do not go to home screen	1
8136	Good	0
8137	Useless app. It keeps saying that the QR code can't be detected even though it works fine for my colleagues using the same code. Uninstall and reinstall countless times, now I'm stuck at the OTP portion since now the OTP can't be recognized and I can't even register.	1
8138	Interferes withy Bluetooth streaming on my headphones and Google home. Constantly cuts out	1
8139	Can't open the app. It says no internet connection..	1
8140	Excellent	0
8141	Horrible translations from government as always, in language settings I discovered that Ukrainian is now the official language of United Kingdom. How does one actually overlook such a BASIC mistake?	1
8142	Awesome	0
8143	Rubbish, was in contact with 3 people who tested positive and never got a ping	1
8144	Worst App. Like BRTC Bus??????	1
8145	My bluetooth headset gets disrupted or disconnected or nil audio very frequently	1
8146	Good	0
8147	Very helpful app	0
8148	App still won't work on my Oppo Reno . Gave the app another go after uninstalling 2 weeks ago. Still turns off after 10 minutes, no matter what my battery settings are.	1
8149	Google store show app not available in my country....i am in Sg using Singtel & Starhub in dual SIM huawei mobile phone... is it due to Huawei phone not recognise! !	1
8150	I turn on the location at home and i got the red zone warning, then a few minutes later i got the yellow zone warning. Can you make the notification more reliable and make the location more accurate?	1
8151	Birkul bekar aap h	1
8152	Excilant	0
8153	Tried to download but failed every time gave up.	1
8154	Useful app, current version very stable. Good job.	0
8155	Please update the app cause when ever I'm opening the app it will take some time to show the permissions The other features are super just update the above one thank you	0
8156	Absolutely useless.	1
8157	Very easy to use and makes you feel safe.	0
8158	Cannot login	1
8159	Unable to log in at all. Send otp but not usable.	1
8160	So far so good but hope I don't ever get the notification ...	0
8161	Download but not able to see the results. Getting Error" Your mobile number is not registered". Can you please to resolve this issue	1
8162	Good	0
8163	I cannot open this app after updating	1
8164	I can't even download! Poor	1
8165	4th july evening till today 5th july , stay at home . \n\nThis app number keep going up , from morning 4 exchanges till now 78 exchanges Alry  ( 05th july 1pm ), how to Calculate this information? \n\nStay at home no meet anyone  how to exchanges with others? \n\nHope solve this problem soon !	1
8166	Good initiative but how it will works with Bluetooth & location only? How will be the data will be matched? I don't think so that it is working!! Take a initiative to make it more usefull and avoid forward to browser.	0
8167	Gud	0
8168	After latest update it keeps on crashing everytime i tend to open it	1
8169	The best app	0
8170	Helpful and useful.. Be safe stay home.	0
8171	Please improve the apps to have it OFF when not in USE such as at home rather then pause for 8hr as the apps and bluetooth are running the Phone Battery and Data which is a waste of $ as you do not need to trace in at your own HOME	1
8172	Trying frm many day bt not working	1
8173	A very useful app. It would have been nice, if date of QR code generation is also incorporated in QR code image. In that way, more useful in emailing health data or health record storing purposes.	0
8174	Not opening the app properly.	1
8175	Hangs after registering. Cannot even develop proper app for such simple concept	1
8176	Good nd helpful	0
8177	The app doesn't stay on	1
8178	Are there numbers available to let us know how many people are using that app? So that we know, that the purpose of this app uses its full potential ,otherwise I'm just going to uninstall it again since it's using so much battery power.	1
8179	excellent	0
8180	Best app ever	0
8181	Very good app	0
8182	I cant open or login my account? Please help?	1
8183	Can't register my phone number. Tells me its invalid.	1
8184	Amazing very helpful	1
8185	good	0
8186	So many problems signing in I got irritated I uninstall please do something	1
8187	Good service	0
8188	Good job	0
8189	Good	0
8190	Slow down my phone	1
8191	Forced to download by gov entity	1
8192	Good apps	0
8193	Good	0
8194	Post login, on survey page unable to scroll down. Kindly update	1
8195	The app doesn't update any results ...i have got the sms ...but i need the certificate to be travelling ...please update the result..and ive been waiting from days	1
8196	Installed easily. No impact on my phone. :-)	0
8197	This is good initiative but it doesnt work if you cant get enough people in the community to have them installed.	1
8198	I was checking I everyday however my phone has been overheating the last 2 days and having gone through the phone it can be traced back to the app so I've had to delete it. I plugged out my phone and did not use at all for approximately 10 minutes and it drained my battery by more than 10% and overheated again.	1
8199	Saving from corona	0
8200	Excellent	0
8201	You're not serious!!! This app is logging out and stops working after couple of days. This has been the case from the beginning. You didn't fix it.	1
8202	To increase trust and adoption this app should be made open source. That way, we all could have a look at the code to see if there's any privacy breach, and could even contribute with an English translation for the app. Plus, Denmark would set the example and other countries would follow. You might think that an open source app is more vuneravle to attacks but this is a very naïve arguments: vulnerabilities are exposed and fixed faster.	1
8203	Showing OTP not verified. I reinstalled many times showing the same OTP not verified. After too many r installations now showing exceeded reinstallation limit	1
8204	good apps.	0
8205	Very nice pic	0
8206	Not liking the idea of having to have permanent notifications. Should only display when information needs to be provided.	1
8207	The only thing i have herd everyone complain about is the constant notification so just do an update and get rid of it. Spoken to heaps of people that deleted it after day because of a notification that doesn't need to be there.	1
8208	The app is very poor, I get error everyday saying you cannot request permission away from your home location even though I request while I am sitting home. Better developers should work on it, I'm unable to go out even to buy groceries	1
8209	Nice	0
8210	Useless!!! Unless the time spent near other users before it logs contact is reduced substantially this app is nothing more than a personal data collector for the government.	1
8211	UPDATE 08/08/20 Had the battery draining issue experienced by others and had to uninstall. I'm using a Samsung A7 on Android 10. I'm not aware of any other apps that updated on my phone that day. Great UI/UX. Easy to get started and navigate. Clear explanation text. Would like to be able to expand Daily confirmed cases graph. Wondering what rounding is used for percentages on Check-ins and how recent spread data is.	1
8212	Very secure and private system	0
8213	My apps can't be use.. Help. Plss	1
8214	Batery drain very quickly	1
8215	Very good	0
8216	Well done ScaleFocus!\nThis idea comes in 2007 by the American Doctor Larry Brilliant who suggested to create a website with similar idea of logging symptoms before/during an epidemic in order to isolate the virus spread. I am glad that Bulgarian company recreated this idea in such a short time. Hope they could give the rights to other countries ao they could use it in the prevention of Covid19.\nThe app is simple and easy to navigate. Hope they could add more features soon, as for example the personal statistics tab where you could see the history of logged symptoms. \nKeep up the good work! ??	0
8217	? keeps on appearing even if I already updated my phone's OS version. It is still not responding if I tap the "press to verify". I really don't know what to do. I searched from google and followed every step it says. Going to setting -> apps -> ehteraz -> clear cache and clear data. Then forcing the app to stop and uninstalling and reinstalling it. All steps are of no use. I've been calling 109 many times but always saying their staff will callback after 2hrs. But no call at all. \ud83d\ude11\ud83d\ude2a	1
8218	Today don't show bar code	1
8219	Not working properly false report shown	1
8220	Dead simple	1
8221	Awesome apps	0
8222	Can't verify details properly after i switched phone. When i received the otp and keyed it in, it keeps telling me otp is wrong, even after the recent end oct update. Govtech it's not like i don't wanna use it, you guys ain't making it work proper. This is as detailed as i can share.	1
8223	Worst app it will hang ur phone Bluetooth automatic enable no purpose too much permission lags phone drains battery ,this app has problem it checks corona data but this app is corona virus for my phone .	1
8224	Ok	0
8225	It won't register my phone number. Happy to install it again when it's fixed	1
8226	The app suddenly stopped working , giving me question mark and even my name is not showing, tried to uninstall and install again still the same thing, tried it again and now its not installing ?!?! How shall we move or go to office ?!?!?	1
8227	Please Add a Map of Infected Peoples Location or Area or Home. we really need it.	1
8228	Good	0
8229	Causes bluetooth issues with other devices. The idea is excellent the app not so much but until we have a vaccine it's all we have.	1
8230	Good initiative by Aus govt. Urge all people to download this app. It's completely safe and doesn't effect your battery usage.	0
8231	Good	0
8232	Still being asked to fill details in on contact tracing forms \ud83d\ude44 could be better!	0
8233	Easy to do.	0
8234	As the preferred contact tracing app by the government, I would have expected it to be highly functional. Yes, it can manage registrations and has the ability to collect symptoms data. Also, privacy rights are apparently protected when using the app. However, it does not work when scanning QR codes in establishments. I have tried in two separate establishments using the system but in both cases, it failed with an unknown error. I checked and the establishment has apparently registered with the system. I wanted to use in other establishments but only a few companies/government agencies are using it. Additional step-by-step instructions in-app may be required to assist new users.	0
8235	Good	0
8236	thks	0
8237	Don't install this app. This is fake. Dosen't work.	1
8238	App asking for Bluetooth permission, but under iPhone Bluetooth setting TraceTogether doesn’t show up.	1
8239	To good	0
8240	Cannot enter OTP. the app ask for mobile number again.	1
8241	keeps stopping on Doro phones and won't restart. Needs to be reinstalled. Works fine on Samsung S7.	1
8242	Not working. Waste of time.	1
8243	Consume too much baterrei, registration is too complicated, can not stop while at home, the safe entry qr code is much more simpler.	1
8244	very imp in qatar	0
8245	This is my second time to download as my phone was having problems last week with it, but im so glad the issues have apparently been sorted. I feel very safe having this app, and once you get in the habit to check in each day it keeps you in check.	0
8246	Just download it.	0
8247	Keeps crashing. Need to restart everyday	1
8248	On 28 July last updated After update its not opening the app	1
8249	Worst app of the world	1
8250	I've downloaded this app for a while now and everytime I try to set up my profile it says ' We're really sorry.Please try again later '	1
8251	Bullshitt app. Very disappointed.	1
8252	nice	0
8253	Very good	0
8254	At first it worked properly but it saying that 403 forbidden what to do......	1
8255	Good job	0
8256	The app is closed when I opened the app	1
8257	Good app	0
8258	Good	0
8259	Amazing	0
8260	some time its apear some time does not appear. yestarday twicely when i went out for delivery picking it became black for more then half hour. most of rider got pelties because of this app.	1
8261	Nice	0
8262	TBH, this is the least expected. But every time I checked the app my phone connection dropped to HSDPA, I have to turn off the app before I can get a 4G connection. The app also drain my wifi connection, I am using 40 MBps package and everytime I connect this app the bandwidth becomes below 10MBps.	1
8263	Very useful application.. Thanks for who work to make it work.. \ud83c\udf39 \ud83c\udf39	1
8264	Why stopped ehteraz in my mobile	1
8265	Unable to get OTP.	1
8266	Excellent	0
8267	Don't understand why the app requires the Bluetooth to be on to be operational. I was rather expecting it to require the enabling of GPS. Also quite disappointed by the functionality of it. The app should have shown a dynamic graphical representation of all the Covid-19 patients around within a particular range of me. Until this is done I don't see much of an use for this thing.	1
8268	whenever i try to go in it will say its temporarily unavailable like what kind of bs is that	1
8269	When it comes to choosing the nationality, the option is lagging and I cannot choose any nationality, the options are not even visible.	1
8270	This app drains my battery way too much !!! Also, there is no justified explanation to why this app needs to access photos and media on my phone. This app leaves me feeling worried and insecure. It doesn't do the same for Iphone, only Samsung. Why the double-standard?	1
8271	Apparently my phone number is invalid even though I'm using it how dumb	1
8272	Good	0
8273	I am a human... I don't need proximity sensors I have eyes and a human brain.	1
8274	List of Testing Centres doesn’t show anything outside Dhaka.	0
8275	Tried using. Filled in my number. Wait and wait but no OTP..	1
8276	Nice app	0
8277	All was going okay till I got into the car and found out that the phone would no longer connect via Bluetooth to the car. It appears that this app takes priority in the Bluetooth selection. The only way to get Bluetooth back for the car was to uninstall this app and restart the phone. I'm using Android 8.1.0	0
8278	Randomly got a warning saying “you may have been exposed in the last 14 days” while I was at home... that makes absolutely no sense whatsoever given how the app was described to work since no one around us has tested positive or reported it in the app.\n\nThis app also needs some serious UI considerations. The language of the exposure warning is vague and not helpful. If I was “exposed” in the last 14 days, does that mean that the exposure happened on the same day and time that the notification came up? Health Canada agents didn’t know when I asked! If it’s waiting multiple days from the actual exposure incident to give you a warning then that’s outright useless because in that window of time you could have been out there already unknowingly exposing others or getting yourself exposed! That kind of defeats the purpose of this tracing app entirely!	1
8279	Clean and neat as it should be	0
8280	Good.	0
8281	The app has technical problem , it,s unable to install	1
8282	Doesn't work on huawei p40 pro +	1
8283	Now working. Couldn't get the PIN at first, somehow it started working after fixing the permissions.	1
8284	Very convenient. Excellent.	0
8285	HELP. What's happened in the last 2 days to this app? I've had it since launch and it's been fine. Since 7 August it's completely depleting me and my husband's battery in a few mins. Please fix this. I want to use this app!	1
8286	Excellent application	0
8287	Good	0
8288	Good	0
8289	Doesn't seem to work that well with tracing according to all reports Already registered so why would I bother to update is the new version only fix registration issue??!!	1
8290	Excellent	0
8291	Works well and protects us all. I am impressed. Well done.	0
8292	Good	0
8293	Lousy Apps	1
8294	Bit behind with info	1
8295	I just downloaded it, but every time I open it just say "an error occur check your connectivity" or something like that... didn't work...	1
8296	Love the product!	0
8297	Bluetooth dropouts... Disappointing but I guess it serves its purpose..	1
8298	Good	0
8299	Excellent initiative in fight against COVID 19	0
8300	Very easy to download, very cheerful to browse through, love the bright, warm, yellow colour, it's the new pink for Covid Awareness , like pink is for breast cancer awareness ?? . Fabulous idea, simple to understand, very informative with daily stats updates all round and very reassuring to know I am now officially on your CV Awareness data base, rather just not receive any alert calls though etc. Go Raibh Míle Maith Agat agus Fán Saor, Gach Daoine ?????????????	0
8301	Nice application	0
8302	Interesting, greatfull. Luckily or government did it right. Tks	0
8303	Osm	0
8304	Dears how can I do birth date OK in the calender pls help me	1
8305	After registration mobile battery become very low. Mobile become hot. Very difficult to register.	1
8306	Just personally do not like apps that constantly appears even as a notification tab in the background	1
8307	I downloaded it but says my mobile number is invalid. Entered it with and without the initial zero	1
8308	Nice spying app \ud83d\udc4d drains battery like nothing else	1
8309	Good	0
8310	Good	0
8311	Try to fill up on my personal details, but it keep showed failed on my NRIC column? What's wrong with the apps as all the information I key is correct but I can't process further. Please fix it ASAP if not how can we use this apps and govern how to trace it?	1
8312	Screws with bluetooth earphones.	1
8313	Good app \ud83d\udc4d Qatar	0
8314	I didn't even install this as i live in a remote aboriginal community in western australia but have also noticed my battery not lasting as long. How does something automatically get downloaded on your ipad or phone?	1
8315	Good	0
8316	Cannot locate the home location	1
8317	Great idea	0
8318	good	0
8319	Works fine and has minimal battery issues	0
8320	Good	0
8321	Good Application	0
8322	Uninstalled... My phone is like a furnace and my battery lasts about 2 hrs... You really need to sort this issue out ASAP...	1
8323	Everyone needs to install this app otherwise it won't detect if someone's been in contact with you that is diagnosed with covid-19. Genius app!! \ud83d\udc4d	0
8324	Support is awful	0
8325	It drained my battery overnight from 100% and it also overheated the phone! What's going on?	1
8326	Good	0
8327	Good	0
8328	Totally can't work with my Huawei P30 Pro. can't even download. but I go to playstore, already say that I installed. but I can't even see the apps at all.	1
8329	Purai faltu app	1
8330	I installed this app, hoping people do the right thing. If they have the virus they too should install and updated information for the public to know about it. Noone knows who the infected person/s are, but you are made aware that someone near you is.	1
8331	Fair	0
8332	This app would be good if it worked. However the last time it generated a check was 9 days ago. Nothing has changed in my settings since this date and bluetooth etc all running as required. I don't have faith this app is reliable. **update - I had deleted and reinstalled the app, which fixed the problem. However, yet again app has stopped working so having to delete again.	1
8333	very nice...	0
8334	Had app on phone for past 3-4 weeks no issues to note. Until the last few days noticed serious drain on phone battery it got to the point I was receiving warning that the CPU was over heating and the phone shut down. Unfortunately I have had to uninstall this app.	1
8335	Now it is working it needs to be on the home screen	0
8336	This app is not working anymore on Android devices.	1
8337	Excellent	0
8338	Good	0
8339	Sahi nahi hai	1
8340	Very helpful to know if you will be safe where ever you are.	0
8341	Had issue to inputting IC number as well... so I uninstalled app.	1
8342	Phone is over heating, telling me this app is the cause. Otherwise good looking easy to use app.	1
8343	Hi i cannot log in anymore.its always showing temporary unavailable	1
8344	Very easy \ud83d\udc4d	0
8345	Notification cannot be removed. Despite notification telling me that the app is working fine, Im unable to scan qr code	1
8346	cant update my location only i can update my location after a month so till that i shouldn't use curfew pass how is this??	1
8347	Installed this app when it was first released but it's caused so many issues on my phone, blocking Bluetooth, whatsapp messages and app downloads. I've tried it three times now and each time have had to uninstall after a few days as the reduced phone function is too impractical. Very disappointing.	1
8348	Good app	0
8349	Chews up my battery. I'm continuing to self isolate so no clear benefit to me but I'd like to see the lockdown end.	1
8350	COVID19 Exposure Notifications on my phone systems is not on	1
8351	Good	0
8352	Why sir this app used battery more fast low ....	1
8353	Now a days very good	0
8354	Nice app	0
8355	Useless app. Once soneone gets positive after being close to you. This will not report it to you. Just a waste app.	1
8356	Best	0
8357	App must be fixed as it worked for me	0
8358	I called 109 to fix my ehteraz issue ,.the operator named AMR he suggested to use another number as there is no other option to reactivate it, will just have to use another number insisted. when I TOLD him that there has to be another option, such as to reset to the number.. he again said there. is no other option.. then he hang up.	1
8359	Best service	0
8360	Badly effected on my phone, my husbands phone and my daughter phone depleted batteries almost instantaneously -had no choice had to removed it from all phones even though I was a supporter of the app.	1
8361	Simple app that does what it needs to. No more, no less.	0
8362	All I see is the massage that something went wrong \ud83d\ude11	1
8363	Best App	0
8364	Does this app use Google's Covid-19 tracer android API? I couldn't enable Google's covid-19 exposure notification from my phone settings because it asks for a participating app, even after installing this app.	1
8365	Dear developers kindly make the corrections for the sign up issue related to entering date of birth.	1
8366	Testing viewing...	0
8367	Battery drain fixed with an update, the benefits of this app far outweigh the negative of a few days with battery drain.	1
8368	UPDATE: Working now. Thanks for prompt response	0
8369	CURRENT FIGURES, PLEASE!!! We need CURRENT figures of active cases by county and country to give a more accurate visualisation of where we are and how we're doing. County breakdown and nationwide stats display only total cases since March. That number is pretty useless at this stage.	1
8370	Very good app	0
8371	Data needs to be updated. As number of confirmed cases are there in I-10 but app isn't showing any of them City wise data should be added	1
8372	Waste	1
8373	Nice app.	0
8374	This app forces u to turn Bluetooth and GPS on And when u turn these on The battery of your smartphone gets affected	1
8375	Good improvement. You should also enable view pass and selectively check out those passes. There are multiple check-in at the same time and currently it only records the lastest pass. The person is still in the building..	1
8376	All my results received in the app. Better if they have option to show results history.	1
8377	Good	0
8378	good this device	0
8379	This app is not do help anytime.	1
8380	Can you make a version of this app for the huawei app gallery?	1
8381	Excellent app	0
8382	Is for me to see what's going on	0
8383	Good	0
8384	Helpfull	0
8385	App is crashing. Unable to open and register.	1
8386	Bruh my battery life said "Help me! Im dying x.x"	1
8387	Very good	0
8388	This is very usefull	0
8389	The application does not open. I tried too many times.	1
8390	Its Fraustrating that government is changing to Trace Together only and i can't seems to enter because validation failed. Please do something about this.	1
8391	No dramas	1
8392	You are stupid not paranoid if you don't use this app.	1
8393	Account Creation Failed on Samsung A70	1
8394	Can't connect to my bluetooth earpiece after the new update	1
8395	Excellent	0
8396	Good	0
8397	Great way to trace Covid-19	0
8398	Good	0
8399	it "requires" a notification to always be present to function... This is a clear lack of understanding of how Android works and how background taks can be executed. Extremely annoying and polluting.	1
8400	Great app but I had to uninstall it because it was draining my battery and my phone is overwheating. Will reinstall once this bug is fixed. Using a galaxy S9	1
8401	I like the simplicity and usability of the app. Hope more features will be added as it shows value.	0
8402	There's a problem.I updated it again and again to show that intalled in SG work pass.It was successful but there is showing as not installed trace together when i scan SG work pass.	1
8403	Bakwas	1
8404	Good	0
8405	Results are not updated	1
8406	I can't start it. I have to try my number, onother number, registered number & own internet & high speed wifi also. Always getting the same message "error getting OTP, try again " and this "try again" never ends. With such an important app in the current scenario. How can we follow the state's orders if the app doesn't even work?!	1
8407	Why does the app need to run in background with Bluetooth on 24/7? Counterintuitive app.	1
8408	Brilliant thinking :)	0
8409	It drains my phone battery to death, it cannot be used! And by the way, what about some more languages??	1
8410	V good \ud83d\ude18\ud83d\ude18	0
8411	The application is good for tracking down people and keeping a record. Buy at the same the Bluetooth always turn on automatically and drains the battery life.	0
8412	Samsung S5 Gt-19507 smart mobile phone cannot download this app. Must be millions of Australians with the similar issues.	1
8413	Sucks battery. Mandatory power consumption	1
8414	Very good	0
8415	It is crashing quite a lot and freezing my phone. My wife could not register successfully.	1
8416	I cannot be able to acess wheb I open the app is blank	1
8417	Unable to login	1
8418	Nice	0
8419	Good	0
8420	Best app on bluetooth	0
8421	It's not working, have switched to a new phone and it's not detecting any user	1
8422	My phone number comes up as invalid. Waited an hour and all was good	1
8423	My NRIC is not recognised or I'm not sure what's wrong with it.	1
8424	Drained my battery	1
8425	Nice	0
8426	Great app to know your results	0
8427	Good \ud83d\ude42	0
8428	Not useful. Just an eyewash. This application not works as defined or as published. One Corana positive patients was nearby me but it doesn't indicate or gave any useful information.	1
8429	Very useful App for everyone	0
8430	Best	0
8431	I download 10 times but can verify my ehteraz and try to call 109 saying to me 15 customer 17 customer we call you back later but they not call to me!	1
8432	Drain battery. Very poorly developed app.	1
8433	Looking good.	0
8434	This new update is everything the app needed, fixing the excessive battery use and adding so much more useful information. Going from having to screenshot day by day to compare the number of cases in my county, to have data on a daily, weekly and monthly basis is such a big improvement.	0
8435	Well-done!	0
8436	I love ehteraz app	0
8437	Its hopeless. No point having it	1
8438	Easy to use!	0
8439	For people who is in the army unable to register as there is no date of issue unless the person remembers it or have a photocopy of their nric. I have none and i cant register.	1
8440	A good app, when I go to scan the QR code’s it dose recognise them witch is a slight disappointment and defeats the purpose of it.	0
8441	Benefits r not known yet, hope privacy will not be destroyed. but happy to support my government. Love Aus.	0
8442	Best technological solution during a crisis I ever seen, thanks ksa	0
8443	Missing a CE mark to show that it is in compliance with the medical device regulations.	1
8444	I am trying to open after installing....but after allowing all permission still it says not responding . How are we supposed to open the app after installing	1
8445	Great utility	0
8446	Still can't book appointmemts	1
8447	I love ehteraz	0
8448	I'm finding it slows my whole phone down.	1
8449	Good	0
8450	Very good	0
8451	draining battery	1
8452	Thank you for the App. Really appreciate it's information.	0
8453	Good	0
8454	Why am I getting validation failed, checked all in red when I click ( NRIC ) submit	1
8455	good app	0
8456	Totally draining battery since 08/08/20.	1
8457	Khushal	1
8458	Someone can help me my number in tawakkalna is already expired not active how to change my number. If I cannot get the 4 pin that they send to my old number?	1
8459	Very Helpful	0
8460	Easy to sign up, good for some peace of mind.	0
8461	Not working	1
8462	Wow nice approach	0
8463	Do you trust the government with your data? How confident are you that it will be kept safe? What safeguards are there that the data isn't being used for some other purpose?	1
8464	Very good application	0
8465	Excellent app and amazing effort.. wish you all the best insha'Allah.. One note though.. the app is heave on battery consumption and Bluetooth activity.. this is evident in reduced battery life and heating in many Android and iPhone devices. Small tweaks and fine tuning and all will be perfect. Qawahum Allah. Ramadan Kareem Maged.	0
8466	Very Good idea \ud83d\udc4d\ud83d\udc4d\ud83d\udc4d	0
8467	i don't know when i update the app after not open this app	1
8468	Good	0
8469	Great	0
8470	New update requires location to be turned on.	1
8471	Great idea, would be great if it didn't ruin your phone. It made my phone much slower and made my music cut out constantly when using Bluetooth. It took me a while to figure out what caused it, then as soon as I uninstalled the app the issue was solved.	0
8472	Good	0
8473	Can't register. The app says connect to internet even internet is connected	1
8474	Would be nice if it had a built-in QR reader so it can provide my encrypted details when checking-in to restaurants, so I don't have to give them my personal details.	1
8475	This app sucks. Just installed it twice when I open its closes just after few seconds.	1
8476	Useless flattering battery	1
8477	Just look at the negative feedback re battery drain, login issues etc. And the government insists that 70% of the population uses this highly flawed app or the equally problematic token before moving on Phase 3. What a joke.	1
8478	In the last few days my battery has been drained by this app . This app is using over 73% of my battery. The phone is over heating as a result.	1
8479	Please fix the app its showing unknown	1
8480	Can't input my mobile number. Stalled at 'proceed'	1
8481	Good	0
8482	Nice	0
8483	Keeping Australia safe.	0
8484	This is app is a great help for giving updates about COVID-19 cases. The real time scanner is also an advantage for everyone that is going outside their home to detect possible cases near them. This app is also easy to use.	0
8485	Good	0
8486	Seems simple enough to use but I've been unable to Enable exposure notification service, the button just won't allow you to click.	0
8487	This is the first time My Phone is overheating and battery is draining after installation of this app. My health status shows like a question mark. i tried reintstalling the app but it shows the same.	1
8488	I am very proud to be a Resident of Bahrain .No words to Thank Bahrain Government and all appreciations to Mediacal staff and Associated Department.\n\nGod Bless Bahrain and its Rulers.\n\nMay Allah protect us From Evil Eyes and Unknown enemies.\n\nIn any ways if the Government requires any volunteers I will be ready to serve the nation without any delay.	0
8489	Wonderful	0
8490	cannot write "/" to date on password reset	1
8491	Good	0
8492	One of the worst useless APP, doesn't have worth for single ðŸŒŸ Useless reply	1
8493	Hi, i did not receive any OTP code for verification. i tried a few times.	1
8494	Usefull	0
8495	This app is useless. Not updating the contacts with whom i have been in contact from last 10 days.	1
8496	NEW Prevent phone from sleeping and NEW Receive data from the internet. Why have these permissions been added?	1
8497	This is horrible. When I key in the OTP it tells me wrong. Then I click the resend button nothing happens. I give up!!!	1
8498	Nice app for covid 19 add name options who is corona postive or negative.	0
8499	The otp never comes. I have tried several times but still can't use the app.	1
8500	What are batteries? You might think this is rhetorical of sort but it's actually the question u ask when having this app on your phone. Also, it seems that privacy is at an all time low as it asks for every function on your phone. 10/10 would download again if needed.	1
8501	Great protection from Chinese virus stay safe	0
8502	Its a great app, satisfied in this features. I can be no longer think about the virus near our place.	0
8503	I get an error message telling me to tap on a banner at the bottom of the screen to activate the app, then a red message appears saying "Bluetooth advertising failed" (note that my Bluetooth works perfectly with my earpiece) and "reactivate the app/phone, error null [2]" , only God knows what that means.... Of course reactivating doesn't do much good.	1
8504	My phone keep on prompting me to force stop this apps due to consuming too much battery power. After so many upgrades still could not solve this issues?	1
8505	We love Bahrain	0
8506	Why is the description in English if this app is 100% Polish? It means it's not helpful for non-Polish speakers	1
8507	I cant register	1
8508	Excellent App	0
8509	Good	0
8510	When ever I try to register it shows that something went wrong Why is this happening Fix this	1
8511	too much battery drain, pliz fixx asap	1
8512	Why are there two of the exact same app that was useless to begin with	1
8513	Good application	0
8514	Very useful app	0
8515	Looking good.	0
8516	Great app	0
8517	Difficult to use	1
8518	Excellent per formation.	0
8519	Its not sending one time password	1
8520	Help full	0
8521	I can't even put in my nric when I'm a citizen, it says that I have an invalid IC	1
8522	Such a great app	0
8523	Unable to get my info upload in the system even after several tries of uninstall and install of the program.	1
8524	Cannot install keep looking and downloading	1
8525	Invalid phone number - no way!!	1
8526	Great	0
8527	Good for health	0
8528	Good app	0
8529	Compulsory and no choice.	0
8530	Great app, every Australian should get it! I'd give 5 stars but for 1 reason. I really don't like the permanent lock screen notification that the app is 'protecting' me. I don't care. I just want it to work quietly in the background and not bother me until it needs to. I'd be quite surprised if any user wants the app to remind them it is there every time they pick up their phone. Please create a setting to turn this off -- then you'll get my 5 stars.	0
8531	Suggestion to use the gps location instead of bluetooth as it drain the battery heavy ly and to keet the blue tooth as a options if you are going to public places	1
8532	Doesn't work !!	1
8533	Great app - but like others - had to uninstall app after rapid battery drain. Hopefully they'll update asap and publicize the fix so people will reinstall	1
8534	Lousy app. Does not work well	1
8535	Easy to use and had no problems with it. English version would be nice.	0
8536	Keep say need to sent otp. But otp also never received.	1
8537	My location "Downings' in Donegal is not a location on this app. Downings is a highly populated place at the minute because it is a tourist location. How am I meant to know if someone near me has Covid if my town isn't even on the map? Useless.	1
8538	I have been diagnosed with Covid 19 on 14.11.2020 and its status is showing as You are safe. How come this app is showing wrong status and the purpose for which it was used by the government for contact tracing is nullify as it's status is not at all changing.	0
8539	Best contact tracing app	0
8540	No updated translation for the English version...	1
8541	Why must on location and bluetooth to use the app. Drains the batt very fast. Possible for government tracking also.	1
8542	The screen disappear before entering OTP	1
8543	Very nice app	0
8544	Nice app	0
8545	Helpful	0
8546	Nice	0
8547	Battery being drained & phone overheating. Was fine up until 3 days ago. Extremely unsatisfactory this is happening now, given how important this app should be. I was onboard from day 1 but now very unhappy. Please resolve as an urgent priority.	1
